id,name,name_ja,name_en,location,location_ja,location_en,image_url,image_source_url,image_license,image_credit,image_note,plan_url,section_url,concept,concept_ja,concept_en,keywords,keywords_ja,keywords_en,source_url,year,architect,status
CASE-058,Sagawa Art Museum,Sagawa Art Museum,Sagawa Art Museum,Moriyama Japan,Moriyama 日本,Moriyama Japan,https://upload.wikimedia.org/wikipedia/commons/5/5b/Sagawa_art_museum01s3200.jpg,https://commons.wikimedia.org/wiki/File:Sagawa_art_museum01s3200.jpg,CC BY 2.5,663highland,Wikimedia Commons verified cover,,,围绕人工水庭的低层美术馆被称为漂浮的美术馆，艺术、茶室和水景形成静谧体验。,「Sagawa Art Museum」は、美術館・水庭・茶室・自然の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Sagawa Art Museum is a reference case for reading art museum, Design topic: 水庭, Design topic: 茶室, nature. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|水庭|茶室|自然|安静,美術館|水庭|茶室|自然|静か,art museum|Design topic: 水庭|Design topic: 茶室|nature|Design topic: 安静,https://www.sagawa-artmuseum.or.jp/en/,1998,Takenaka Corporation,published
CASE-059,LT Josai Shared House,LT Josai Shared House,LT Josai Shared House,Nagoya Japan,Nagoya 日本,Nagoya Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: ArchDaily media found but no clear reusable image license confirmed.,,,共享住宅通过多个公共空间组织陌生人共居，回应青年独居和居住成本压力。,「LT Josai Shared House」は、シェアハウス・若者・共同居住・キッチンの関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"LT Josai Shared House is a reference case for reading shared housing, youth, Design topic: 共居, kitchen. It can inform thesis thinking about mixed programs, operation, and place-making.",共享住宅|青年|共居|厨房|第三空间,シェアハウス|若者|共同居住|キッチン|第三空間,shared housing|youth|Design topic: 共居|kitchen|third place,https://www.narukuma.com/lt-josai/,2013,Naruse Inokuma Architects,draft
CASE-060,Fukuda Art Museum,Fukuda Art Museum,Fukuda Art Museum,Kyoto Japan,京都 日本,Kyoto Japan,https://upload.wikimedia.org/wikipedia/commons/e/e0/Fukuda_art_museum.jpg,https://commons.wikimedia.org/wiki/File:Fukuda_art_museum.jpg,CC BY-SA 4.0,運動会プロテインパワー,Wikimedia Commons verified cover,,,嵯峨岚山的美术馆强调未来百年的日本建筑标准，连接传统收藏、庭园和观光街区。,観光地の中で、美術館、庭園、伝統文化を落ち着いた滞在体験としてまとめた事例。来訪者利用と地域景観の距離感を読める。,"Fukuda Art Museum is a reference case for reading art museum, Design topic: 传统culture, tourism, Design topic: 庭园. It can inform thesis thinking about mixed programs, operation, and place-making.",美术馆|传统文化|观光|庭园|历史街区,美術館|伝統文化|観光|庭園|歴史街区,art museum|Design topic: 传统culture|tourism|Design topic: 庭园|historyneighborhood,https://fukuda-art-museum.jp/en/concept,2019,Yasuda Atelier,published
CASE-061,Japan National Stadium,Japan National Stadium,Japan National Stadium,Tokyo Japan,東京 日本,Tokyo Japan,https://upload.wikimedia.org/wikipedia/commons/9/9d/New_national_stadium_tokyo_1.jpg,https://commons.wikimedia.org/wiki/File:New_national_stadium_tokyo_1.jpg,CC BY-SA 3.0 de,Arne Müseler,Wikimedia Commons verified cover,,,大型体育场以层叠木质檐口和公园化边界回应国家赛事设施的日常化问题。,「Japan National Stadium」は、スポーツ場・イベント遺産・木材・公園の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Japan National Stadium is a reference case for reading Design topic: 体育场, Design topic: 赛事heritage, Design topic: 木材, park. It can inform thesis thinking about mixed programs, operation, and place-making.",体育场|赛事遗产|木材|公园|城市开放空间,スポーツ場|イベント遺産|木材|公園|都市開放空間,Design topic: 体育场|Design topic: 赛事heritage|Design topic: 木材|park|urbanopenspace,https://kkaa.co.jp/en/project/japan-national-stadium/,2019,Kengo Kuma and Associates + Taisei Corporation + Azusa Sekkei,published
CASE-062,Onagawa Container House,Onagawa Container House,Onagawa Container House,Miyagi Japan,Miyagi 日本,Miyagi Japan,/images/graduation/case-placeholder.svg,,,,,,,灾后临时住宅通过集装箱堆叠提高密度，并在有限平地上创造光线与邻里空隙。,「Onagawa Container House」は、仮設住宅・災後復興・コンテナ・近隣の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Onagawa Container House is a reference case for reading Design topic: 临时住宅, Design topic: post-disaster复兴, Design topic: 集装箱, Design topic: 邻里. It can inform thesis thinking about mixed programs, operation, and place-making.",临时住宅|灾后复兴|集装箱|邻里|高密度,仮設住宅|災後復興|コンテナ|近隣|高密度,Design topic: 临时住宅|Design topic: post-disaster复兴|Design topic: 集装箱|Design topic: 邻里|Design topic: 高密度,https://shigerubanarchitects.com/works/hh/container-house/,2011,Shigeru Ban Architects,draft
CASE-063,Roadside Station Aino Tsuchiyama,Roadside Station Aino Tsuchiyama,Roadside Station Aino Tsuchiyama,Shiga Japan,Shiga 日本,Shiga Japan,/images/graduation/cases/case-063-roadside-station-aino-tsuchiyama.jpg,https://commons.wikimedia.org/wiki/File:Michinoeki_Aino-Tsuchiyama01.JPG,CC BY 3.0,Photo: Kansai explorer / Wikimedia Commons,Source-safe image review 2026-07-04: same roadside-station facility image confirmed through Wikimedia Commons metadata.,,,道之驿加入共创办公和社区会议空间，让道路服务站转向地方服务和公共交流。,道の駅を地域食、共創オフィス、会議、移動の拠点として組み直す事例。農産物と地域活動をつなぐ公共性を読める。,"Roadside Station Aino Tsuchiyama is a reference case for reading roadside station, Design topic: 共创办公, communitymeeting, local food. It can inform thesis thinking about mixed programs, operation, and place-making.",道之驿|共创办公|社区会议|地域食|地方服务,道の駅|地域食|共創オフィス|交通|地域サービス,roadside station|Design topic: 共创办公|communitymeeting|local food|localservice,https://kkaa.co.jp/en/project/roadside-station-aino-tsuchiyama/,2025,Kengo Kuma and Associates,published
CASE-064,Takayanagi Community Center,Takayanagi Community Center,Takayanagi Community Center,Niigata Japan,Niigata 日本,Niigata Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse found no exact reusable image; KKAA official media license not confirmed.,,,社区中心以茅葺意象回应环形村落景观，保存地方身份并承接居民活动。,「Takayanagi Community Center」は、コミュニティセンター・地域アイデンティティ・伝統景観・山村の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Takayanagi Community Center is a reference case for reading communitycenter, Design topic: local身份, Design topic: 传统景观, Design topic: 山村. It can inform thesis thinking about mixed programs, operation, and place-making.",社区中心|地方身份|传统景观|山村|公共活动,コミュニティセンター|地域アイデンティティ|伝統景観|山村|公共活動,communitycenter|Design topic: local身份|Design topic: 传统景观|Design topic: 山村|public activities,https://kkaa.co.jp/en/project/takayanagi-community-center/,,Kengo Kuma and Associates,draft
CASE-065,AU Childcare Support,AU Childcare Support,AU Childcare Support,Sasebo Japan,Sasebo 日本,Sasebo Japan,/images/graduation/case-placeholder.svg,,,,,,,育儿支援设施把土间、工坊、游戏室和多功能空间串联，向地方家庭开放。,「AU Childcare Support」は、子育て・親子・相談・土間の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"AU Childcare Support is a reference case for reading childcare, Design topic: 亲子, consultation, Design topic: 土间. It can inform thesis thinking about mixed programs, operation, and place-making.",育儿|亲子|咨询|土间|社区支持,子育て|親子|相談|土間|コミュニティ支援,childcare|Design topic: 亲子|consultation|Design topic: 土间|Design topic: community支持,https://e-ensha.com/en-au-childcare-support/,,HIBINOSEKKEI + Youji no Shiro,draft
CASE-066,IRH Child Development Support,IRH Child Development Support,IRH Child Development Support,Fujioka Japan,Fujioka 日本,Fujioka Japan,/images/graduation/case-placeholder.svg,,,,,,,儿童发展支援和育儿支援并置，街道侧开放空间降低设施的心理门槛。,「IRH Child Development Support」は、子ども発達・子育て・街路との接点・共生の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"IRH Child Development Support is a reference case for reading Design topic: children发展, childcare, Design topic: 街道界面, inclusive living. It can inform thesis thinking about mixed programs, operation, and place-making.",儿童发展|育儿|街道界面|共生|照护,子ども発達|子育て|街路との接点|共生|ケア,Design topic: children发展|childcare|Design topic: 街道界面|inclusive living|care,https://e-ensha.com/en-irh-child-development-support/,2022,HIBINOSEKKEI + Youji no Shiro,draft
CASE-067,Sendagaya Community Center,Sendagaya Community Center,Sendagaya Community Center,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse found no exact reusable image; official and article media license not confirmed.,,,高密度城市中的社区中心通过开口、采光和多层公共功能制造邻里连接。,「Sendagaya Community Center」は、コミュニティセンター・高密度・開いた接地面・採光の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Sendagaya Community Center is a reference case for reading communitycenter, Design topic: 高密度, Design topic: open界面, Design topic: 采光. It can inform thesis thinking about mixed programs, operation, and place-making.",社区中心|高密度|开放界面|采光|公共服务,コミュニティセンター|高密度|開いた接地面|採光|公共サービス,communitycenter|Design topic: 高密度|Design topic: open界面|Design topic: 采光|public service,https://kkaa.co.jp/en/project/shibuya-scc-sendagaya-community-centerharajyuku-kindergarden/,2024,Kengo Kuma and Associates,draft
CASE-068,Miyashita Park Atelier Bow-Wow,Miyashita Park Atelier Bow-Wow,Miyashita Park Atelier Bow-Wow,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-068-miyashita-park-atelier-bow-wow.jpg,https://commons.wikimedia.org/wiki/File:Miyashita_Park.jpg,CC BY 3.0,Photo: Douglas P. Perkins / Wikimedia Commons,Source-safe image review 2026-07-04: exact Miyashita Park dance plaza image accepted from Commons; same public park facility.,,,线状公园更新把运动设施和城市缝隙连接起来，讨论青年活动与公共管理关系。,高架下の公園空間を若者の運動や都市の余白として扱う事例。インフラ下の公共性、管理、活動の関係を比較できる。,"Miyashita Park Atelier Bow-Wow is a reference case for reading Design topic: 高架下, park, Design topic: youth运动, Design topic: urban缝隙. It can inform thesis thinking about mixed programs, operation, and place-making.",高架下|公园|青年运动|城市缝隙|公共管理,高架下|公園|若者運動|都市の余白|公共性,Design topic: 高架下|park|Design topic: youth运动|Design topic: urban缝隙|Design topic: public管理,https://www.bow-wow.jp/profile/2011/MiyashitaPark/index.html,2011,Atelier Bow-Wow + Tokyo Institute of Technology Tsukamoto Lab,published
CASE-069,Kanayama Community Center,Kanayama Community Center,Kanayama Community Center,Ota Japan,Ota 日本,Ota Japan,/images/graduation/case-placeholder.svg,,,,,,,历史城跡附近的社区中心结合导览和工艺学习，把文化遗产转为居民可参与的日常资源。,「Kanayama Community Center」は、歴史ガイド・工芸学習・コミュニティセンター・地域文化の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Kanayama Community Center is a reference case for reading historyguide, Design topic: 工艺learning, communitycenter, localculture. It can inform thesis thinking about mixed programs, operation, and place-making.",历史导览|工艺学习|社区中心|地方文化|坡地,歴史ガイド|工芸学習|コミュニティセンター|地域文化|坂道,historyguide|Design topic: 工艺learning|communitycenter|localculture|Design topic: 坡地,https://kkaa.co.jp/en/project/museum-of-kanayama-castle-ruin-kanayama-community-center/,2012,Kengo Kuma and Associates,draft
CASE-070,Tonami Public Library,Tonami Public Library,Tonami Public Library,Toyama Japan,Toyama 日本,Toyama Japan,/images/graduation/cases/case-070-tonami-public-library.jpg,https://commons.wikimedia.org/wiki/File:%E7%A0%BA%E6%B3%A2%E5%B8%82%E7%AB%8B%E7%A0%BA%E6%B3%A2%E5%9B%B3%E6%9B%B8%E9%A4%A8.jpg,CC BY-SA 4.0,Whatsfb / Wikimedia Commons,"Corrected 2026-07-12: the previous Commons file showed the former Omotemachi library. This file explicitly documents the current Tonami Public Library opened at the new location in 2020; identity, author and CC BY-SA 4.0 license were checked against Commons metadata and the architect's official project page.",,,地方图书馆以大木屋顶组织阅读、停留和市民活动，成为全天候公共客厅。,木の屋根を持つ地域図書館。学習、市民活動、滞在が同じ空間に重なり、日常的な公共性を支える事例として読める。,"Tonami Public Library is a reference case for reading library, Design topic: 木roof, citizenactivity, learning. It can inform thesis thinking about mixed programs, operation, and place-making.",图书馆|木屋顶|市民活动|学习|地方公共性,図書館|木屋根|市民活動|学習|地域拠点,library|Design topic: 木roof|citizenactivity|learning|localpublicness,https://mikami-arc.co.jp/work/%E7%A0%BA%E6%B3%A2%E5%B8%82%E7%AB%8B%E7%A0%BA%E6%B3%A2%E5%9B%B3%E6%9B%B8%E9%A4%A8,2020,MIKAMI Architects,published
CASE-071,Yokohama Red Brick Warehouse,Yokohama Red Brick Warehouse,Yokohama Red Brick Warehouse,Yokohama Japan,横浜 日本,Yokohama Japan,https://upload.wikimedia.org/wikipedia/commons/8/8f/Yokohama_Red_Brick_Warehouse_2012.JPG,https://commons.wikimedia.org/wiki/File:Yokohama_Red_Brick_Warehouse_2012.JPG,CC BY-SA 3.0,Kakidai,Wikimedia Commons verified cover,,,旧海关仓库转为展览、商业和季节活动场，港湾遗构成为城市水边公共目的地。,港の倉庫を展示、店舗、季節イベントの場へ再生した事例。歴史的な産業施設を水辺の公共目的地へ変える方法を読める。,"Yokohama Red Brick Warehouse is a reference case for reading Design topic: 仓库regeneration, harbor, waterfront, activity. It can inform thesis thinking about mixed programs, operation, and place-making.",仓库再生|港湾|水边|活动|历史记忆,倉庫再生|港湾岸|水辺|活動|歴史記憶,Design topic: 仓库regeneration|harbor|waterfront|activity|Design topic: history记忆,https://www.yokohamajapan.com/things-to-do/detail.php?bbid=184,,Yorinaka Tsumaki / later reuse operators,published
CASE-072,HAGISO and HANARE,HAGISO and HANARE,HAGISO and HANARE,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: source page found but no exact reusable building image license confirmed.,,,旧木造公寓和周边街区被转化为咖啡、展览、住宿和街区接待系统，形成渐进式微更新。,「HAGISO and HANARE」は、木造密集・宿泊・カフェ・微更新の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"HAGISO and HANARE is a reference case for reading Design topic: wooden密集, Design topic: 旅宿, cafe, Design topic: 微renewal. It can inform thesis thinking about mixed programs, operation, and place-making.",木造密集|旅宿|咖啡|微更新|街区接待,木造密集|宿泊|カフェ|微更新|街区接待,Design topic: wooden密集|Design topic: 旅宿|cafe|Design topic: 微renewal|Design topic: neighborhood接待,https://hagiso.com/hanare-a/,2015,HAGISO,draft
CASE-073,Koganecho Artist-in-Residence,Koganecho Artist-in-Residence,Koganecho Artist-in-Residence,Yokohama Japan,横浜 日本,Yokohama Japan,/images/graduation/case-placeholder.svg,,,,"Image review 2026-07-04: Commons station image is nearby context, not AIR facility; panoramio result was wrong city.",,,高架下和旧风俗街区通过艺术驻留、工作室和社区交流逐步转向文化再生。,「Koganecho Artist-in-Residence」は、高架下・アート滞在制作・街区再生・工房の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Koganecho Artist-in-Residence is a reference case for reading Design topic: 高架下, Design topic: art驻留, neighborhoodregeneration, Design topic: 工作室. It can inform thesis thinking about mixed programs, operation, and place-making.",高架下|艺术驻留|街区再生|工作室|治安,高架下|アート滞在制作|街区再生|工房|治安,Design topic: 高架下|Design topic: art驻留|neighborhoodregeneration|Design topic: 工作室|Design topic: 治安,https://koganecho.net/9616/4,2008,Koganecho Area Management Center,draft
CASE-074,Daikanyama T-SITE,Daikanyama T-SITE,Daikanyama T-SITE,Tokyo Japan,東京 日本,Tokyo Japan,https://upload.wikimedia.org/wikipedia/commons/3/35/Daikanyama_T-SITE_2016-04-04.jpg,https://commons.wikimedia.org/wiki/File:Daikanyama_T-SITE_2016-04-04.jpg,CC BY-SA 2.0,Jonathan Lin,Wikimedia Commons verified cover,,,书店、咖啡、影音和庭院被组织成低层文化街区，提供消费之外的长时间停留体验。,「Daikanyama T-SITE」は、書店・文化複合・カフェ・低層街区の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Daikanyama T-SITE is a reference case for reading bookstore, cultural complex, cafe, Design topic: 低层neighborhood. It can inform thesis thinking about mixed programs, operation, and place-making.",书店|文化复合|咖啡|低层街区|第三空间,書店|文化複合|カフェ|低層街区|第三空間,bookstore|cultural complex|cafe|Design topic: 低层neighborhood|third place,https://www.klein-dytham.com/daikanyama-t-site,2011,Klein Dytham architecture,published
CASE-075,Komaeyu Public Bathhouse,Komaeyu Public Bathhouse,Komaeyu Public Bathhouse,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: ArchDaily media found but no clear reusable image license confirmed.,,,传统钱汤更新为带桑拿、休息和街区交流的新公共浴场，吸引年轻用户重新进入社区浴场。,「Komaeyu Public Bathhouse」は、公衆浴場・サウナ・コミュニティ・健康の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Komaeyu Public Bathhouse is a reference case for reading Design topic: public浴场, Design topic: 桑拿, community, health. It can inform thesis thinking about mixed programs, operation, and place-making.",公共浴场|桑拿|社区|健康|年轻人,公衆浴場|サウナ|コミュニティ|健康|若い人,Design topic: public浴场|Design topic: 桑拿|community|health|Design topic: 年轻人,https://schemata.jp/komaeyu/,2023,Schemata Architects + Jo Nagasaka,draft
CASE-076,Kozakai Kifukan Community Center,Kozakai Kifukan Community Center,Kozakai Kifukan Community Center,Toyokawa Japan,Toyokawa 日本,Toyokawa Japan,/images/graduation/cases/case-076-kozakai-kifukan-community-center.jpg,https://commons.wikimedia.org/wiki/File:Kozakai_Kifukan_2021-05_ac_(1).jpg,CC BY-SA 4.0,Photo: Asturio Cantabrio / Wikimedia Commons,Source-safe image review 2026-07-04: exact Kozakai Kifukan facility image confirmed through Wikimedia Commons category and file metadata.,,,社区中心、图书馆、儿童中心和市政分所复合，用共享中庭组织一站式公共服务。,コミュニティセンター、図書館、子ども支援、行政サービスをまとめた地域拠点。日常の用事を一つの公共施設に重ねる参考になる。,"Kozakai Kifukan Community Center is a reference case for reading communitycenter, library, childrencenter, Design topic: 市政service. It can inform thesis thinking about mixed programs, operation, and place-making.",社区中心|图书馆|儿童中心|市政服务|复合公共建筑,コミュニティセンター|図書館|子ども支援|行政サービス|地域拠点,communitycenter|library|childrencenter|Design topic: 市政service|Design topic: 复合public建筑,https://www.c-and-a.co.jp/en/projects/kozakaikifukan/,2021,Yasuyuki Ito + C+A Coelacanth and Associates,published
CASE-077,Pasona Urban Farm,Pasona Urban Farm,Pasona Urban Farm,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/cases/case-077-pasona-urban-farm.jpg,https://commons.wikimedia.org/wiki/File:Pasona_building.JPG,CC BY-SA 3.0,Photo: 螺钉 / Wikimedia Commons,Image review 2026-07-04: exact Pasona building exterior accepted via Commons CC BY-SA 3.0.,,,办公楼改造中嵌入都市农场、屋顶花园和食物教育，把工作场所与城市农业连接起来。,都市農業をオフィス空間に埋め込んだ事例。食の生産を見える日常に変え、働く場所と食育を結びつけている。,"Pasona Urban Farm is a reference case for reading Design topic: 都市农业, Design topic: 办公, food education, Design topic: roof花园. It can inform thesis thinking about mixed programs, operation, and place-making.",都市农业|办公|食育|屋顶花园|环境教育,都市農業|オフィス|食育|屋上庭園|環境教育,Design topic: 都市农业|Design topic: 办公|food education|Design topic: roof花园|environmental education,https://konodesigns.com/urban-farm/,2010,Kono Designs,published
CASE-078,Koganeyu,Koganeyu,Koganeyu,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: official and article media found but no clear reusable image license confirmed.,,,旧钱汤更新加入桑拿、酒吧和住宿界面，让公共浴场成为跨年龄的街区交流节点。,「Koganeyu」は、公衆浴場・サウナ・街区交流・再生の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Koganeyu is a reference case for reading Design topic: public浴场, Design topic: 桑拿, neighborhoodexchange, regeneration. It can inform thesis thinking about mixed programs, operation, and place-making.",公共浴场|桑拿|街区交流|再生|年轻人,公衆浴場|サウナ|街区交流|再生|若い人,Design topic: public浴场|Design topic: 桑拿|neighborhoodexchange|regeneration|Design topic: 年轻人,https://schemata.jp/koganeyu/,2020,Schemata Architects / Jo Nagasaka,draft
CASE-079,Ebina City Arima Library and Community Center,Ebina City Arima Library and Community Center,Ebina City Arima Library and Community Center,Ebina Japan,Ebina 日本,Ebina Japan,/images/graduation/cases/case-079-ebina-city-arima-library.jpg,https://commons.wikimedia.org/wiki/File:Ebina_City_Arima_Library_201510.JPG,CC BY-SA 4.0,Photo: Oos~commonswiki / Wikimedia Commons,Source-safe image review 2026-07-04: exact Ebina City Arima Library image confirmed through Wikimedia Commons metadata.,,,既有图书馆和社区中心更新，通过温和室内改造提升学习、停留和市民活动体验。,図書館とコミュニティセンターを一体化した地域施設。学習、相談、親子利用、高齢者の滞在を同じ拠点で受け止める参考になる。,"Ebina City Arima Library and Community Center is a reference case for reading library, communitycenter, Design topic: 既有facilityrenewal, learning. It can inform thesis thinking about mixed programs, operation, and place-making.",图书馆|社区中心|既有设施更新|学习|市民活动,図書館|コミュニティセンター|学習|子育て支援|高齢,library|communitycenter|Design topic: 既有facilityrenewal|learning|citizenactivity,https://www.arimalib-kadokomi.com/,2020,MIKAMI Architects,published
CASE-080,Tainan Market,Tainan Market,Tainan Market,Tainan Taiwan,Tainan Taiwan,Tainan Taiwan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: MVRDV/ArchDaily media found but no reusable license confirmed; source URL updated to current MVRDV project page.,,,果菜批发市场通过开放结构和可达绿屋顶转为市场、观景和公共停留复合空间。,「Tainan Market」は、市場・大屋根・都市更新・農産品の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Tainan Market is a reference case for reading market, Design topic: public屋面, urbanrenewal, Design topic: 农产品. It can inform thesis thinking about mixed programs, operation, and place-making.",市场|公共屋面|城市更新|农产品|日常公共性,市場|大屋根|都市更新|農産品|日常公共性,market|Design topic: public屋面|urbanrenewal|Design topic: 农产品|Design topic: 日常publicness,https://www.mvrdv.com/projects/391/tainan-market,2022,MVRDV,draft
CASE-081,Sukagawa Community Center tette,Sukagawa Community Center tette,Sukagawa Community Center tette,Fukushima Japan,Fukushima 日本,Fukushima Japan,https://upload.wikimedia.org/wikipedia/commons/3/3b/Sukagawa_Citizen_Exchange_Center_Tette.jpg,https://commons.wikimedia.org/wiki/File:Sukagawa_Citizen_Exchange_Center_Tette.jpg,CC BY-SA 4.0,Suikotei,Wikimedia Commons verified cover,,,东日本大震灾后的市民交流中心复合图书馆、博物馆、育儿支援和咖啡，重建城市中心的公共生活。,「Sukagawa Community Center tette」は、災後復興・コミュニティセンター・図書館・子育て支援の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Sukagawa Community Center tette is a reference case for reading Design topic: post-disaster复兴, communitycenter, library, childcaresupport. It can inform thesis thinking about mixed programs, operation, and place-making.",灾后复兴|社区中心|图书馆|育儿支援|市民交流,災後復興|コミュニティセンター|図書館|子育て支援|市民交流,Design topic: post-disaster复兴|communitycenter|library|childcaresupport|citizenexchange,https://unemori-archi.com/?works=sukagawa-civic-center-tentative-name,2019,UNEMORI ARCHITECTS + Ishimoto Architectural and Engineering Firm,published
CASE-082,YOKOTE-no-WAGAYA,YOKOTE-no-WAGAYA,YOKOTE-no-WAGAYA,Akita Japan,Akita 日本,Akita Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: official project page found but no exact reusable image license confirmed.,,,百年民家被改造为基于地方食文化的社区生成中心，让居民和访客围绕厨房产生交流。,「YOKOTE-no-WAGAYA」は、旧民家・公共キッチン・食文化・地域交流の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"YOKOTE-no-WAGAYA is a reference case for reading Design topic: 旧民家, publickitchen, Design topic: 食culture, localexchange. It can inform thesis thinking about mixed programs, operation, and place-making.",旧民家|公共厨房|食文化|地方交流|空屋再生,旧民家|公共キッチン|食文化|地域交流|空き家再生,Design topic: 旧民家|publickitchen|Design topic: 食culture|localexchange|vacant houseregeneration,https://sugawaradaisuke.com/en/projects/yokote-no-wagaya/,2013,SUGAWARADAISUKE Architects,draft
CASE-083,Shima Kitchen,Shima Kitchen,Shima Kitchen,Teshima Japan,Teshima 日本,Teshima Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: official and festival media found but no clear reusable image license confirmed.,,,岛上旧民家转为艺术与餐饮场所，用开放厨房和屋檐下露台连接居民、游客和地方食材。,「Shima Kitchen」は、島嶼・公共キッチン・アート・旧民家の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Shima Kitchen is a reference case for reading Design topic: 岛屿, publickitchen, art, Design topic: 旧民家. It can inform thesis thinking about mixed programs, operation, and place-making.",岛屿|公共厨房|艺术|旧民家|地域食,島嶼|公共キッチン|アート|旧民家|地域食,Design topic: 岛屿|publickitchen|art|Design topic: 旧民家|local food,https://aberyo.com/projects/shima-kitchen,2010,Ryo Abe / Architects Atelier Ryo Abe,draft
CASE-084,The Learning Architecture for Learners,The Learning Architecture for Learners,The Learning Architecture for Learners,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,,,,校园欢迎中心把数字木构、制造学习和产学协作可视化，成为学生与社会共同使用的实验场。,「The Learning Architecture for Learners」は、キャンパス開放・ものづくり学習・木構造・産学合作の関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"The Learning Architecture for Learners is a reference case for reading campusopen, makinglearning, Design topic: 木构, Design topic: 产学合作. It can inform thesis thinking about mixed programs, operation, and place-making.",校园开放|制造学习|木构|产学合作|实验教育,キャンパス開放|ものづくり学習|木構造|産学合作|実験教育,campusopen|makinglearning|Design topic: 木构|Design topic: 产学合作|Design topic: 实验education,https://architects.vuild.co.jp/en/2024/07/09/the-learning-architecture-for-learners/,2023,VUILD Inc.,draft
CASE-085,Maggie's Tokyo,Maggie's Tokyo,Maggie's Tokyo,Tokyo Japan,東京 日本,Tokyo Japan,/images/graduation/case-placeholder.svg,,,,Image review 2026-07-04: Commons and Openverse results were unrelated Maggie/Tokyo images; official and article media license not confirmed.,,,癌症支持中心通过小尺度木质室内、开放厨房、庭院和咨询空间，为病友与家属提供非医院式停留。,「Maggie's Tokyo」は、療養者支援・医療ケア・庭園・開放キッチンの関係を読み取る参考事例。用途の複合、運営、居場所のつくり方を卒業設計に転用して考えられる。,"Maggie's Tokyo is a reference case for reading Design topic: 病友支持, healthcare, courtyard, openkitchen. It can inform thesis thinking about mixed programs, operation, and place-making.",病友支持|医疗照护|庭院|开放厨房|咨询,療養者支援|医療ケア|庭園|開放キッチン|相談,Design topic: 病友支持|healthcare|courtyard|openkitchen|consultation,https://maggiestokyo.org/buildings,2016,Cosmos More / Nikken Sekkei collaborators,draft
