id,title,title_ja,title_en,summary,summary_ja,summary_en,keywords,keywords_ja,keywords_en,recommended_site_types,recommended_building_types,recommended_building_types_ja,recommended_building_types_en,reference_case_ids,case_relation_notes,case_relation_notes_ja,case_relation_notes_en,source_urls,status,updated_at
ISSUE-082,地方食文化与公共厨房再生,地域食文化と公共キッチン再生,Design topic: local食cultureandpublickitchenregeneration,地方食文化如果只停留在观光消费，很难进入居民日常；公共厨房可连接空屋、农产、共食和小型就业。,食文化・公共キッチン・空き家再生・共食を手がかりに「地域食文化と公共キッチン再生」を空間課題として捉える。旧民家公共キッチン、地域食文化工房などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: 食culture, publickitchen, vacant houseregeneration, shared meals to frame “Design topic: local食cultureandpublickitchenregeneration” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 旧民家publickitchen, local foodcultureworkshop, then develop it toward a proposal brief.",食文化|公共厨房|空屋再生|共食,食文化|公共キッチン|空き家再生|共食,Design topic: 食culture|publickitchen|vacant houseregeneration|shared meals,SITE-003|SITE-012,旧民家公共厨房|地域食文化工坊|共食交流站,旧民家公共キッチン|地域食文化工房|共食交流拠点,Design topic: 旧民家publickitchen|local foodcultureworkshop|Design topic: shared mealsexchange站,CASE-063|CASE-002|CASE-116|CASE-128,CASE-063::看道之驿如何承接地域食和公共服务。,CASE-063::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-002::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-116::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-128::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-063::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://sugawaradaisuke.com/en/projects/yokote-no-wagaya/|https://www.maff.go.jp/,published,2026-07-05
ISSUE-083,岛屿空屋与艺术食堂平台,島の空き家とアート食堂プラットフォーム,Design topic: 岛屿vacant houseandartdining room平台,人口减少岛屿的空屋可转为艺术、餐饮和交流节点，让游客消费不只停留在拍照，而能参与地方生活。,島嶼・空き家・アート・地域食を手がかりに「島の空き家とアート食堂プラットフォーム」を空間課題として捉える。島嶼アート食堂、旧民家交流館などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: 岛屿, vacant house, art, local food to frame “Design topic: 岛屿vacant houseandartdining room平台” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 岛屿artdining room, Design topic: 旧民家exchange馆, then develop it toward a proposal brief.",岛屿|空屋|艺术|地域食,島嶼|空き家|アート|地域食,Design topic: 岛屿|vacant house|art|local food,SITE-003|SITE-009,岛屿艺术食堂|旧民家交流馆|港湾食文化节点,島嶼アート食堂|旧民家交流館|港湾岸食文化ノード,Design topic: 岛屿artdining room|Design topic: 旧民家exchange馆|Design topic: harbor食culture节点,CASE-017|CASE-041|CASE-045|CASE-101,CASE-017::看港湾生产展示如何形成水边目的地。,CASE-017::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-041::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-045::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-101::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-017::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://aberyo.com/projects/shima-kitchen|https://setouchi-artfest.jp/en/,published,2026-07-05
ISSUE-084,校园开放与制造学习接口,キャンパス開放とものづくり学習の接点,Design topic: campusopenandmakinglearning接口,学校里的工房和技术学习若完全封闭，难以影响城市；校园边缘设施可让制造、展示和社区课堂可见化。,キャンパス開放・ものづくり学習・工房・産学合作を手がかりに「キャンパス開放とものづくり学習の接点」を空間課題として捉える。開放ものづくり学習館、キャンパスコミュニティ工房などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use campusopen, makinglearning, Design topic: 工房, Design topic: 产学合作 to frame “Design topic: campusopenandmakinglearning接口” as a spatial thesis topic. Connect it with site types and programs such as Design topic: openmakinglearning馆, Design topic: campuscommunity工房, then develop it toward a proposal brief.",校园开放|制造学习|工房|产学合作,キャンパス開放|ものづくり学習|工房|産学合作,campusopen|makinglearning|Design topic: 工房|Design topic: 产学合作,SITE-009|SITE-012,开放制造学习馆|校园社区工房|木构实验中心,開放ものづくり学習館|キャンパスコミュニティ工房|木構造実験センター,Design topic: openmakinglearning馆|Design topic: campuscommunity工房|Design topic: 木构实验center,CASE-034|CASE-077|CASE-106|CASE-127,CASE-034::看开放工房如何用大空间支持实验。|CASE-077::看办公楼如何把食育和工作场景连接。,CASE-034::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-077::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-106::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-127::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-034::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-077::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.archdaily.com/1018050/the-learning-architecture-for-learners-welcome-center-vuild-inc|https://www.mext.go.jp/,published,2026-07-05
ISSUE-085,长期病友与家属的非医院支持,長期療養者と家族への非病院型支援,Design topic: 长期病友and家属非医院支持,癌症和长期疾病患者常需要医疗之外的谈话、休息与生活咨询，建筑可提供像家一样的支持环境。,療養者支援・医療ケア・家族・相談を手がかりに「長期療養者と家族への非病院型支援」を空間課題として捉える。療養者支援小さな中庭、医療外相談リビングなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: 病友支持, healthcare, Design topic: 家属, consultation to frame “Design topic: 长期病友and家属非医院支持” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 病友支持小院, Design topic: healthcare外consultation客厅, then develop it toward a proposal brief.",病友支持|医疗照护|家属|咨询,療養者支援|医療ケア|家族|相談,Design topic: 病友支持|healthcare|Design topic: 家属|consultation,SITE-011|SITE-007,病友支持小院|医疗外咨询客厅|家庭照护支持站,療養者支援小さな中庭|医療外相談リビング|家庭ケア支援拠点,Design topic: 病友支持小院|Design topic: healthcare外consultation客厅|Design topic: 家庭care支持站,CASE-096|CASE-123|CASE-103|CASE-115,,CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-123::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-103::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-115::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,,https://maggiestokyo.org/buildings|https://www.mhlw.go.jp/,published,2026-07-05
ISSUE-086,照护者疲劳与老年日间客厅,介護者疲労と高齢者の日中リビング,Design topic: care者疲劳and老年日间客厅,老年照护不能只关注被照护者，家属和专业照护者也需要短暂休息、交流和学习的社区空间。,ケア者・高齢者ケア・日間リビング・休息を手がかりに「介護者疲労と高齢者の日中リビング」を空間課題として捉える。ケア者休息リビング、高齢者日間交流所などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: care者, Design topic: 老年care, Design topic: 日间客厅, Design topic: 休息 to frame “Design topic: care者疲劳and老年日间客厅” as a spatial thesis topic. Connect it with site types and programs such as Design topic: care者休息客厅, Design topic: 老年日间exchange所, then develop it toward a proposal brief.",照护者|老年照护|日间客厅|休息,ケア者|高齢者ケア|日間リビング|休息,Design topic: care者|Design topic: 老年care|Design topic: 日间客厅|Design topic: 休息,SITE-011|SITE-001,照护者休息客厅|老年日间交流所|邻里照护咖啡,ケア者休息リビング|高齢者日間交流所|近隣ケアカフェ,Design topic: care者休息客厅|Design topic: 老年日间exchange所|Design topic: 邻里carecafe,CASE-096|CASE-123|CASE-103|CASE-100,,CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-123::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-103::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-100::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,,https://www.archdaily.com/1004693/long-house-with-an-engawa-senior-daycare-center-yamazaki-kentaro-design-workshop|https://www.mhlw.go.jp/,published,2026-07-05
ISSUE-087,儿童健康咨询与市中心再利用,子ども健康相談とセンター市街地の再利用,Design topic: childrenhealthconsultationand市centerreuse,儿童健康、育儿咨询和家庭支持若分散在机构里，家长进入门槛高；市中心既有建筑可转为可见的支持平台。,子ども健康・子育て支援・相談・市センター再利用を手がかりに「子ども健康相談とセンター市街地の再利用」を空間課題として捉える。子ども健康支援センター、市センター子育てリビングなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use childrenhealth, childcaresupport, consultation, Design topic: 市centerreuse to frame “Design topic: childrenhealthconsultationand市centerreuse” as a spatial thesis topic. Connect it with site types and programs such as Design topic: childrenhealth支持center, Design topic: 市centerchildcare客厅, then develop it toward a proposal brief.",儿童健康|育儿支援|咨询|市中心再利用,子ども健康|子育て支援|相談|市センター再利用,childrenhealth|childcaresupport|consultation|Design topic: 市centerreuse,SITE-011|SITE-002,儿童健康支持中心|市中心育儿客厅|亲子咨询公园,子ども健康支援センター|市センター子育てリビング|親子相談公園,Design topic: childrenhealth支持center|Design topic: 市centerchildcare客厅|Design topic: 亲子consultationpark,CASE-076|CASE-023|CASE-103|CASE-112,CASE-076::看公共中心如何复合儿童、市政和图书功能。,CASE-076::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-023::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-103::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-112::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-076::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.archdaily.com/970741/kitakami-children-health-and-support-center-uta-unemori-teco-associates|https://www.mhlw.go.jp/,published,2026-07-05
ISSUE-088,小尺度公共屋顶与社区聚会,小さな大屋根とコミュニティの集まり,Design topic: 小尺度publicroofandcommunity聚会,社区中心不一定需要大体量，小屋顶、木质界面和连续活动空间也能回应街区尺度并制造公共停留。,コミュニティセンター・小屋根・木構造・市民活動を手がかりに「小さな大屋根とコミュニティの集まり」を空間課題として捉える。小屋根コミュニティ広場、木構造活動リビングなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use communitycenter, Design topic: 小roof, Design topic: 木构, citizenactivity to frame “Design topic: 小尺度publicroofandcommunity聚会” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 小roofcommunity广场, Design topic: 木构activity客厅, then develop it toward a proposal brief.",社区中心|小屋顶|木构|市民活动,コミュニティセンター|小屋根|木構造|市民活動,communitycenter|Design topic: 小roof|Design topic: 木构|citizenactivity,SITE-008|SITE-012,小屋顶社区广场|木构活动客厅|街区公共庇护所,小屋根コミュニティ広場|木構造活動リビング|街区公共庇護所,Design topic: 小roofcommunity广场|Design topic: 木构activity客厅|Design topic: neighborhoodpublic庇护所,CASE-043|CASE-027|CASE-124|CASE-125,CASE-043::看道之驿如何以地方材料塑造公共入口。,CASE-043::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-027::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-124::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-125::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-043::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.archdaily.com/625914/towada-community-plaza-kengo-kuma-and-associates|https://www.mlit.go.jp/,published,2026-07-05
ISSUE-089,修理咖啡与循环工坊网络,リペアカフェと循環工房ネットワーク,Design topic: repaircafeand循环workshop网络,循环经济若只停留在宣传，很难改变日常消费；修理咖啡和共享工坊可把材料再利用变成可参与的社区学习。,循環経済・修理・再利用・コミュニティ学習を手がかりに「リペアカフェと循環工房ネットワーク」を空間課題として捉える。修理カフェ工房、循環材料学習館などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use circular economy, repair, reuse, communitylearning to frame “Design topic: repaircafeand循环workshop网络” as a spatial thesis topic. Connect it with site types and programs such as repaircafeworkshop, Design topic: 循环材料learning馆, then develop it toward a proposal brief.",循环经济|修理|再利用|社区学习,循環経済|修理|再利用|コミュニティ学習,circular economy|repair|reuse|communitylearning,SITE-009|SITE-002,修理咖啡工坊|循环材料学习馆|共享工具客厅,修理カフェ工房|循環材料学習館|シェア工具リビング,repaircafeworkshop|Design topic: 循环材料learning馆|Design topic: shared工具客厅,CASE-089|CASE-002|CASE-038|CASE-101,CASE-089::看循环工坊群如何用再利用材料和合作社运营。|CASE-002::看零废弃中心如何把分类和教育可视化。,CASE-089::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-002::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-038::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-101::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-089::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-002::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.hofvancartesius.nl/blog/hof-van-cartesius-a-place-where-people-thrive|https://www.repaircafe.org/en/about/,published,2026-07-05
ISSUE-090,灾后临时共同客厅与记忆延续,災後仮設共同リビングと記憶の継承,Design topic: post-disaster临时shared living roomand记忆延续,避难和复兴期间的临时空间若只满足最低功能，居民会失去谈话与共同记忆；小型共同客厅可支撑恢复过程。,災後復興・共同リビング・コミュニティ記憶・仮設空間を手がかりに「災後仮設共同リビングと記憶の継承」を空間課題として捉える。災後共同リビング、復興記憶小屋などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use Design topic: post-disaster复兴, shared living room, Design topic: community记忆, Design topic: 临时space to frame “Design topic: post-disaster临时shared living roomand记忆延续” as a spatial thesis topic. Connect it with site types and programs such as post-disastershared living room, Design topic: 复兴记忆小屋, then develop it toward a proposal brief.",灾后复兴|共同客厅|社区记忆|临时空间,災後復興|共同リビング|コミュニティ記憶|仮設空間,Design topic: post-disaster复兴|shared living room|Design topic: community记忆|Design topic: 临时space,SITE-010|SITE-001,灾后共同客厅|复兴记忆小屋|临时交流站,災後共同リビング|復興記憶小屋|仮設交流拠点,post-disastershared living room|Design topic: 复兴记忆小屋|Design topic: 临时exchange站,CASE-015|CASE-081|CASE-096|CASE-100,CASE-015::看灾害纪念设施如何承接记忆和学习。|CASE-081::看复兴公共中心如何重建城市公共生活。,CASE-015::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-081::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-100::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-015::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-081::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://en.shelter.inc/our-works/home-for-all-in-rikuzentakata/|https://www.bousai.go.jp/,published,2026-07-05
ISSUE-091,多文化居民的语言与归属支持,多文化住民の言語と帰属支援,Design topic: multiculturalresident语言and归属支持,外国人居民增加后，语言、行政手续和归属感会同时变成生活障碍；空间可提供咨询、学习和文化交流入口。,多文化・外国人住民・言語支援・帰属感を手がかりに「多文化住民の言語と帰属支援」を空間課題として捉える。多文化交流センター、行政相談リビングなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use multicultural, Design topic: foreign人resident, Design topic: 语言支持, Design topic: 归属感 to frame “Design topic: multiculturalresident语言and归属支持” as a spatial thesis topic. Connect it with site types and programs such as multiculturalexchangecenter, Design topic: 行政consultation客厅, then develop it toward a proposal brief.",多文化|外国人居民|语言支持|归属感,多文化|外国人住民|言語支援|帰属感,multicultural|Design topic: foreign人resident|Design topic: 语言支持|Design topic: 归属感,SITE-008|SITE-004,多文化交流中心|行政咨询客厅|跨文化活动馆,多文化交流センター|行政相談リビング|多文化活動館,multiculturalexchangecenter|Design topic: 行政consultation客厅|Design topic: 跨cultureactivity馆,CASE-096|CASE-100|CASE-029|CASE-115,CASE-096::看族群文化中心如何承接记忆、表演和广场活动。|CASE-100::看庭院文化村如何组织跨文化学习和接待。|CASE-029::看公共图书馆如何提供非商业停留和交流。,CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-100::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-029::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-115::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-096::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-100::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-029::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.laconservancy.org/learn/historic-places/japanese-american-community-and-cultural-center/|https://www.soumu.go.jp/,published,2026-07-05
ISSUE-092,夜间学习与非商业停留缺口,夜間学習と非商業滞在の不足,Design topic: nightlearningand非商业停留缺口,许多学生和年轻人需要晚间学习场所，但城市夜间空间常被消费和娱乐占据，安全的非商业学习设施仍不足。,夜間学習・自習・非商業滞在・安全を手がかりに「夜間学習と非商業滞在の不足」を空間課題として捉える。24時間学習館、夜間図書リビングなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use nightlearning, Design topic: 自习, Design topic: 非商业停留, safety to frame “Design topic: nightlearningand非商业停留缺口” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 24小时learning馆, Design topic: night图书客厅, then develop it toward a proposal brief.",夜间学习|自习|非商业停留|安全,夜間学習|自習|非商業滞在|安全,nightlearning|Design topic: 自习|Design topic: 非商业停留|safety,SITE-017|SITE-004,24小时学习馆|夜间图书客厅|车站前自习中心,24時間学習館|夜間図書リビング|駅前自習センター,Design topic: 24小时learning馆|Design topic: night图书客厅|Design topic: station前自习center,CASE-095|CASE-098|CASE-018|CASE-104,CASE-095::看24小时大学图书馆如何回应持续学习需求。|CASE-098::看公共图书馆如何把阅读、制作和活动复合。|CASE-018::看城市图书馆如何用均质光环境支持安静学习。,CASE-095::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-098::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-018::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-104::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-095::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-098::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-018::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://web.aiu.ac.jp/en/education/support/library/outline/|https://www.mext.go.jp/,published,2026-07-05
ISSUE-093,女性安全与经济自立支援,女性の安全と経済的自立支援,Design topic: womensafetyand经济自立support,女性和年轻人在暴力、贫困或孤立风险中需要安全空间，也需要咨询、培训和小型经济活动接口。,女性支援・安全・自立・職業訓練を手がかりに「女性の安全と経済的自立支援」を空間課題として捉える。女性支援センター、自立職業訓練院落などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use women support, safety, Design topic: 自立, Design topic: 培训 to frame “Design topic: womensafetyand经济自立support” as a spatial thesis topic. Connect it with site types and programs such as women supportcenter, Design topic: 自立培训院落, then develop it toward a proposal brief.",女性支援|安全|自立|培训,女性支援|安全|自立|職業訓練,women support|safety|Design topic: 自立|Design topic: 培训,SITE-014|SITE-008,女性支援中心|自立培训院落|安全咨询基地,女性支援センター|自立職業訓練院落|安全相談基地,women supportcenter|Design topic: 自立培训院落|Design topic: safetyconsultation基地,CASE-096|CASE-123|CASE-115|CASE-103,,CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-123::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-115::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-103::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,,https://sharondavisdesign.com/project/womens-opportunity-center-rwanda/|https://congrant.com/project/colabo/19128,published,2026-07-05
ISSUE-094,医疗建筑从机构到邻里尺度,医療建築を施設から近隣スケールへ,Design topic: healthcare建筑from机构to邻里尺度,医疗和照护设施如果过度机构化，使用者会感到压力；庭院、木质界面和小尺度公共区可让治疗接近日常。,医療ケア・近隣尺度・庭園・女性健康を手がかりに「医療建築を施設から近隣スケールへ」を空間課題として捉える。緑の病院、医療相談小さな中庭などの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use healthcare, Design topic: 邻里尺度, courtyard, womenhealth to frame “Design topic: healthcare建筑from机构to邻里尺度” as a spatial thesis topic. Connect it with site types and programs such as Design topic: 绿色医院, Design topic: healthcareconsultation小院, then develop it toward a proposal brief.",医疗照护|邻里尺度|庭院|女性健康,医療ケア|近隣尺度|庭園|女性健康,healthcare|Design topic: 邻里尺度|courtyard|womenhealth,SITE-011|SITE-014,绿色医院|医疗咨询小院|邻里健康客厅,緑の病院|医療相談小さな中庭|近隣健康リビング,Design topic: 绿色医院|Design topic: healthcareconsultation小院|Design topic: 邻里health客厅,CASE-096|CASE-123|CASE-103|CASE-102,,CASE-096::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-123::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-103::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-102::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,,https://kkaa.co.jp/en/project/seijo-kinoshita-hospital-green-hospital/|https://www.mhlw.go.jp/,published,2026-07-05
ISSUE-095,车站从通行机器到城市入口,駅を通行機械から都市の入口へ,Design topic: stationfrom通行机器tourbanentry,大型车站周边常只有换乘和商业消费，但站前空间可以承接信息、休息、活动和城市身份展示。,駅・都市入口・拠点前広場・再開発を手がかりに「駅を通行機械から都市の入口へ」を空間課題として捉える。都市入口駅、拠点前公共ロビーなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use station, urbanentry, Design topic: 站前广场, Design topic: 再开发 to frame “Design topic: stationfrom通行机器tourbanentry” as a spatial thesis topic. Connect it with site types and programs such as urbanentrystation, Design topic: 站前public大厅, then develop it toward a proposal brief.",车站|城市入口|站前广场|再开发,駅|都市入口|拠点前広場|再開発,station|urbanentry|Design topic: 站前广场|Design topic: 再开发,SITE-004|SITE-008,城市入口车站|站前公共大厅|换乘活动平台,都市入口駅|拠点前公共ロビー|乗換活動プラットフォーム,urbanentrystation|Design topic: 站前public大厅|Design topic: 换乘activity平台,CASE-094|CASE-050|CASE-071|CASE-117|CASE-133,CASE-094::看新车站如何把交通节点变成再开发入口。|CASE-050::看线性公园如何整合商业和公共活动。|CASE-071::看港湾仓库如何成为城市水边目的地。,CASE-094::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-050::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-071::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-117::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-133::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-094::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-050::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-071::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://kkaa.co.jp/en/project/takanawa-gateway-station/|https://www.mlit.go.jp/,published,2026-07-05
ISSUE-096,产业遗产转为文化公共资产,産業遺産を文化的公共資産へ,Design topic: industrial heritage转为culturepublic资产,旧发电站、仓库和工业设施如果只被拆除会丢失城市记忆，再利用可承接展览、教育和创意生产。,産業遺産・再利用・都市記憶・文化施設を手がかりに「産業遺産を文化的公共資産へ」を空間課題として捉える。産業遺産美術館、旧発电拠点文化ホールなどの用途と敷地タイプを結び、卒業設計の企画書へ進めるための入口にする。,"Use industrial heritage, reuse, Design topic: urban记忆, culturefacility to frame “Design topic: industrial heritage转为culturepublic资产” as a spatial thesis topic. Connect it with site types and programs such as industrial heritageart museum, Design topic: 旧发电站culture厅, then develop it toward a proposal brief.",产业遗产|再利用|城市记忆|文化设施,産業遺産|再利用|都市記憶|文化施設,industrial heritage|reuse|Design topic: urban记忆|culturefacility,SITE-009|SITE-006,产业遗产美术馆|旧发电站文化厅|仓库展览工坊,産業遺産美術館|旧発电拠点文化ホール|倉庫展示工房,industrial heritageart museum|Design topic: 旧发电站culture厅|Design topic: 仓库exhibitionworkshop,CASE-099|CASE-071|CASE-055|CASE-132,CASE-099::看旧发电站如何转为具有公共大厅的美术馆。|CASE-071::看港湾仓库如何转为展览和活动目的地。|CASE-055::看美术馆如何连接运河与港口景观。,CASE-099::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-071::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-055::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。|CASE-132::この事例は、課題に近い公共性、運営、滞在、プログラム複合を比較するための参考になる。,"CASE-099::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-071::This case helps compare mixed programs, publicness, and operational ideas related to the issue.|CASE-055::This case helps compare mixed programs, publicness, and operational ideas related to the issue.",https://www.herzogdemeuron.com/projects/126-tate-modern/|https://www.bunka.go.jp/,published,2026-07-05
